timestamp	step	epsilon
1646558615885	0	0.999
1646558616111	1	0.999
1646558616339	2	0.999
1646558616565	3	0.999
1646558616796	4	0.999
1646558617042	5	0.999
1646558617271	6	0.999
1646558617505	7	0.999
1646558617757	8	0.999
1646558618000	9	0.999
1646558618233	10	0.999
1646558618463	11	0.999
1646558618697	12	0.999
1646558618929	13	0.999
1646558619161	14	0.999
1646558619392	15	0.999
1646558619628	16	0.999
1646558619878	17	0.999
1646558620128	18	0.999
1646558620361	19	0.999
1646558620611	20	0.998001
1646558620863	21	0.998001
1646558621119	22	0.998001
1646558621362	23	0.998001
1646558621601	24	0.998001
1646558621850	25	0.998001
1646558622088	26	0.998001
1646558622327	27	0.998001
1646558622567	28	0.998001
1646558622811	29	0.998001
1646558623072	30	0.998001
1646558623312	31	0.998001
1646558623551	32	0.998001
1646558623793	33	0.998001
1646558624052	34	0.998001
1646558624291	35	0.998001
1646558624529	36	0.998001
1646558624794	37	0.998001
1646558625068	38	0.998001
1646558625340	39	0.998001
1646558625605	40	0.997002999
1646558625875	41	0.997002999
1646558626113	42	0.997002999
1646558626362	43	0.997002999
1646558626617	44	0.997002999
1646558626858	45	0.997002999
1646558627096	46	0.997002999
1646558627354	47	0.997002999
1646558627592	48	0.997002999
1646558627831	49	0.997002999
1646558628090	50	0.997002999
1646558628351	51	0.997002999
1646558628608	52	0.997002999
1646558628847	53	0.997002999
1646558629103	54	0.997002999
1646558629343	55	0.997002999
1646558629588	56	0.997002999
1646558629832	57	0.997002999
1646558630087	58	0.997002999
1646558630331	59	0.997002999
1646558630577	60	0.996005996001
1646558630818	61	0.996005996001
1646558631062	62	0.996005996001
1646558631302	63	0.996005996001
1646558631540	64	0.996005996001
1646558631780	65	0.996005996001
1646558632018	66	0.996005996001
1646558632256	67	0.996005996001
1646558632496	68	0.996005996001
1646558632770	69	0.996005996001
1646558633018	70	0.996005996001
1646558633257	71	0.996005996001
1646558633497	72	0.996005996001
1646558633739	73	0.996005996001
1646558634005	74	0.996005996001
1646558634245	75	0.996005996001
1646558634484	76	0.996005996001
1646558634724	77	0.996005996001
1646558634965	78	0.996005996001
1646558635203	79	0.996005996001
1646558635449	80	0.995009990004999
1646558635687	81	0.995009990004999
1646558635956	82	0.995009990004999
1646558636211	83	0.995009990004999
1646558636494	84	0.995009990004999
1646558636735	85	0.995009990004999
1646558636995	86	0.995009990004999
1646558637258	87	0.995009990004999
1646558637497	88	0.995009990004999
1646558637757	89	0.995009990004999
1646558638015	90	0.995009990004999
1646558638255	91	0.995009990004999
1646558638495	92	0.995009990004999
1646558638735	93	0.995009990004999
1646558638983	94	0.995009990004999
1646558639239	95	0.995009990004999
1646558639510	96	0.995009990004999
1646558639749	97	0.995009990004999
1646558640009	98	0.995009990004999
1646558640249	99	0.995009990004999
